Sale Date,Brand,Model,Country,Price,Sales,Odometer
2020-03-22,Honda,Accord,Canada,37029,3026,48827
2020-03-23,Audi,A4,UK,66323,945,13626
2020-03-23,Toyota,Yaris,Australia,30979,3837,60390
2020-03-23,Tesla,Model 3,USA,58382,4525,48226
2020-03-24,Honda,Fit,Spain,26174,3943,26395
2020-03-24,Tesla,Model S,Canada,86115,4088,36351
2020-03-25,Honda,Accord,Poland,30368,4614,6407
2020-03-25,Toyota,Corolla,UK,34881,4872,110698
2020-03-25,Hyundai,i30,UK,26926,4832,104301
2020-03-26,Volkswagen,Polo,France,45307,4437,29502
2020-03-26,Volkswagen,Passat,UK,42948,2748,87768
2020-03-26,Ford,Mustang,UK,24695,3689,46662
2020-03-27,Nissan,Qashqai,France,18376,1540,107682
2020-03-27,Ford,Mustang,France,29330,2052,36556
2020-03-27,Volkswagen,Passat,Japan,26949,3310,95054
2020-03-28,Toyota,RAV4,France,21567,3959,43885
2020-03-28,Hyundai,Elantra,France,33159,2832,111802
2020-03-29,Audi,A4,Japan,51560,1222,68123
2020-03-29,Ford,Fiesta,Spain,44362,4182,92318
2020-03-29,Toyota,Corolla,Canada,29606,2447,55071
2020-03-30,BMW,5 Series,UK,85251,3892,29156
2020-03-30,Toyota,Corolla,USA,32929,1570,93442
2020-03-30,Volkswagen,Polo,Poland,47841,2403,86837
2020-03-31,Ford,Mustang,Italy,16988,2975,31183
2020-03-31,Tesla,Model X,Germany,61198,1925,20867
2020-03-31,Tesla,Model X,Canada,76213,1778,18490
2020-04-01,BMW,5 Series,Japan,73285,4303,46307
2020-04-01,Hyundai,i30,Germany,20378,3265,112669
2020-04-02,Volkswagen,Polo,France,31180,3225,41931
2020-04-02,Audi,A3,USA,52200,4773,102969
2020-04-02,Tesla,Model Y,Italy,92761,2564,43083
2020-04-03,Volkswagen,Passat,Canada,35886,2542,75134
2020-04-03,Volkswagen,Tiguan,Germany,18709,4057,33716
2020-04-03,Nissan,Juke,Germany,18603,4354,88021
2020-04-04,Tesla,Model S,Japan,53177,2761,29405
2020-04-04,Nissan,Juke,UK,32892,2879,63031
2020-04-04,Toyota,RAV4,Spain,26267,3709,110702
2020-04-05,Audi,A3,France,78773,824,38552
2020-04-05,BMW,3 Series,Spain,38557,4087,26535
2020-04-06,BMW,X5,France,58544,1691,51269
2020-04-06,BMW,X5,Spain,58147,3867,100925
2020-04-06,Tesla,Model 3,France,99512,854,56024
2020-04-07,Hyundai,Tucson,Canada,26467,565,18107
2020-04-07,Nissan,Qashqai,Italy,24418,4015,34113
2020-04-07,Audi,A3,France,41814,1536,20024
2020-04-08,Hyundai,Elantra,Spain,19065,4457,8407
2020-04-08,BMW,X5,Spain,60092,1022,111190
2020-04-09,Honda,Fit,Australia,20945,2709,78282
2020-04-09,Audi,Q5,Italy,83228,1593,13880
2020-04-09,Mercedes,A-Class,Germany,62449,3258,58784
2020-04-10,Tesla,Model 3,Italy,99362,1593,55341
2020-04-10,Ford,Explorer,Poland,34259,3906,80515
2020-04-10,Toyota,Corolla,Spain,39624,4361,51705
2020-04-11,Honda,CR-V,Germany,22285,1897,118012
2020-04-11,Honda,Accord,UK,27889,3235,116915
2020-04-11,Ford,Mustang,USA,42639,1321,61677
2020-04-12,BMW,5 Series,Germany,61973,2432,106058
2020-04-12,Honda,CR-V,Japan,36174,3207,78495
2020-04-13,Nissan,Micra,Australia,26367,2082,38332
2020-04-13,Tesla,Model 3,Italy,70563,4136,60182
2020-04-13,Nissan,X-Trail,UK,34312,848,99389
2020-04-14,Nissan,Juke,Italy,31229,4624,40187
2020-04-14,Toyota,Camry,Australia,20322,3540,64412
2020-04-14,Volkswagen,Tiguan,Poland,21117,4661,53291
2020-04-15,Ford,Mustang,USA,41022,3158,32938
2020-04-15,Volkswagen,Golf,Canada,25210,1095,6986
2020-04-15,BMW,5 Series,Germany,64163,4080,109273
2020-04-16,Honda,Civic,Germany,18211,729,53542
2020-04-16,Nissan,Qashqai,France,32885,2632,70584
2020-04-17,Tesla,Model Y,USA,73036,1505,52321
2020-04-17,Honda,Civic,Australia,40781,2802,72819
2020-04-17,Nissan,X-Trail,Japan,36750,622,93719
2020-04-18,Toyota,Yaris,Japan,39834,1447,35766
2020-04-18,Audi,Q7,Italy,57370,648,132689
2020-04-18,Tesla,Model X,Poland,56353,4401,29570
2020-04-19,Tesla,Model S,Canada,108370,3323,59880
2020-04-19,Honda,CR-V,Poland,31868,699,83194
2020-04-19,Tesla,Model X,Japan,112847,3873,48038
2020-04-20,Ford,Fiesta,Canada,43918,1917,35492
2020-04-20,Tesla,Model Y,France,105277,1048,51421
2020-04-21,Volkswagen,Tiguan,Canada,21815,1347,108013
2020-04-21,Tesla,Model X,Japan,93632,3820,15750
2020-04-21,Audi,A3,Australia,47948,4518,126528
2020-04-22,Audi,Q5,Japan,36697,4218,117561
2020-04-22,Mercedes,A-Class,Australia,60269,3381,107352
2020-04-22,Honda,CR-V,USA,32958,3997,87867
2020-04-23,Hyundai,Tucson,UK,14564,2101,95937
2020-04-23,Nissan,Qashqai,Italy,18251,1304,32027
2020-04-23,Volkswagen,Polo,France,41104,4532,65624
2020-04-24,Toyota,Corolla,France,28036,4049,82928
2020-04-24,BMW,5 Series,Italy,44546,2336,69902
2020-04-25,Nissan,Juke,Spain,22683,2007,54103
2020-04-25,Audi,Q7,USA,60962,1794,90632
2020-04-25,Ford,Mustang,USA,40398,2253,66554
2020-04-26,Mercedes,E-Class,Japan,58825,1598,64225
2020-04-26,Ford,Mustang,Canada,27241,2725,86110
2020-04-26,Volkswagen,Tiguan,Italy,46930,4287,105400
2020-04-27,Nissan,Micra,Japan,32559,3002,17191
2020-04-27,Mercedes,GLE,Germany,65251,2323,15147
2020-04-27,Toyota,Yaris,Spain,15546,2583,39808
2020-04-28,Volkswagen,Golf,Australia,20642,2100,65740
2020-04-28,BMW,5 Series,Spain,84770,1632,73668
2020-04-29,Mercedes,GLE,France,83299,3239,83169
2020-04-29,Ford,Explorer,Canada,21009,2057,105417
2020-04-29,Honda,Fit,Italy,18582,1808,26301
2020-04-30,Nissan,Micra,USA,39887,600,60809
2020-04-30,Mercedes,GLE,USA,61602,4525,147145
2020-04-30,BMW,X3,Germany,52138,3868,136545
2020-05-01,Mercedes,GLE,Italy,64845,3960,84233
2020-05-01,Nissan,X-Trail,Australia,29100,861,25104
2020-05-02,Toyota,Corolla,France,19195,2181,101264
2020-05-02,Hyundai,Elantra,Germany,16509,1181,68644
2020-05-02,Mercedes,C-Class,Germany,78328,4516,33723
2020-05-03,Volkswagen,Polo,UK,49345,4657,50929
2020-05-03,Tesla,Model 3,Australia,76673,2055,28097
2020-05-03,Hyundai,Elantra,Poland,29043,1386,82261
2020-05-04,Toyota,Yaris,France,35260,2424,20733
2020-05-04,Honda,CR-V,Canada,27473,1555,28840
2020-05-04,BMW,5 Series,Germany,53635,1552,96489
2020-05-05,Hyundai,Elantra,Canada,20041,4981,66954
2020-05-05,Mercedes,A-Class,UK,57548,3222,125158
2020-05-06,Hyundai,Tucson,Poland,14808,671,77255
2020-05-06,Ford,Explorer,Germany,24012,2145,51660
2020-05-06,Nissan,Qashqai,Australia,16767,4395,63026
2020-05-07,Hyundai,Tucson,Japan,28621,3642,23174
2020-05-07,Tesla,Model S,Italy,81674,4992,47498
2020-05-07,Nissan,Micra,Spain,37701,1310,31811
2020-05-08,Nissan,Micra,Australia,26955,2532,80235
2020-05-08,Ford,Mustang,Italy,23129,3205,112092
2020-05-08,Mercedes,GLE,France,78445,4873,116170
2020-05-09,Ford,Mustang,Spain,25825,3426,110586
2020-05-09,Mercedes,GLE,Canada,49490,4467,79959
2020-05-10,BMW,X5,Spain,75927,2573,59853
2020-05-10,BMW,X3,Germany,41825,2960,87990
2020-05-10,Hyundai,Elantra,UK,26516,866,79255
2020-05-11,Volkswagen,Tiguan,Australia,38319,2653,44643
2020-05-11,Honda,Civic,USA,22401,4728,40790
2020-05-11,Toyota,RAV4,Italy,37368,2270,17305
2020-05-12,Ford,Fiesta,Australia,19215,4288,44462
2020-05-12,Toyota,Camry,USA,32136,2969,66313
2020-05-12,Toyota,Camry,Germany,32061,605,49247
2020-05-13,Ford,Mustang,Canada,33479,2282,58693
2020-05-13,Nissan,Qashqai,Poland,31605,2061,25390
2020-05-14,BMW,5 Series,Poland,40682,1443,129238
2020-05-14,Audi,A4,Canada,75780,1917,142596
2020-05-14,Volkswagen,Tiguan,Canada,18078,3623,96009
2020-05-15,Hyundai,Elantra,Germany,27362,1709,42921
2020-05-15,BMW,5 Series,UK,45871,3385,25791
2020-05-15,Toyota,RAV4,UK,34665,828,51451
2020-05-16,Honda,CR-V,Canada,23749,1464,25608
2020-05-16,Ford,Explorer,Canada,37633,1816,37463
2020-05-16,Audi,Q5,Poland,63123,4734,10028
2020-05-17,BMW,X3,Poland,78662,1327,55406
2020-05-17,Nissan,Micra,Australia,29503,2611,87674
2020-05-18,Ford,Explorer,Italy,42789,2406,45167
2020-05-18,Nissan,Micra,UK,36985,1857,82567
2020-05-18,Hyundai,i30,USA,15460,4485,55568
2020-05-19,Tesla,Model X,Japan,74504,1928,42146
2020-05-19,Nissan,Juke,Poland,19071,1055,95467
2020-05-19,Toyota,RAV4,Spain,17553,2279,18186
2020-05-20,Volkswagen,Polo,Germany,45895,2849,24157
2020-05-20,Volkswagen,Passat,Japan,34776,1608,91282
2020-05-20,Honda,CR-V,USA,22057,3275,107302
2020-05-21,Toyota,RAV4,Japan,29450,530,29074
2020-05-21,Volkswagen,Golf,Germany,22071,1116,73322
2020-05-22,Ford,Mustang,Japan,27796,1912,40507
2020-05-22,Honda,Civic,France,40806,4633,22043
2020-05-22,Ford,Fiesta,Germany,25848,3475,79777
2020-05-23,Tesla,Model 3,Canada,55976,1318,9868
2020-05-23,BMW,X3,Canada,56304,2918,103789
2020-05-23,Honda,Accord,Poland,33230,1728,9792
2020-05-24,Tesla,Model X,Japan,55707,1938,33740
2020-05-24,Audi,Q7,Poland,78288,2763,75747
2020-05-25,Ford,Explorer,Australia,41126,1441,19591
2020-05-25,Audi,Q7,Canada,67863,3237,138588
2020-05-25,Ford,Mustang,France,44656,4809,86103
2020-05-26,Hyundai,Tucson,Spain,27265,4741,84622
2020-05-26,Mercedes,C-Class,Japan,60539,1027,141025
2020-05-26,Volkswagen,Golf,USA,34160,1676,94876
2020-05-27,Toyota,RAV4,Canada,17233,2945,9700
2020-05-27,Mercedes,C-Class,UK,47860,3013,83366
2020-05-27,Toyota,RAV4,Spain,20649,1596,79656
2020-05-28,Tesla,Model 3,UK,86954,1112,32169
2020-05-28,Mercedes,A-Class,France,98185,4939,15972
2020-05-29,Nissan,Micra,USA,28879,1530,112791
2020-05-29,BMW,5 Series,Spain,78005,3350,21953
2020-05-29,Mercedes,GLE,USA,49503,4555,48170
2020-05-30,Mercedes,A-Class,Germany,74440,4175,145604
2020-05-30,Tesla,Model X,France,116621,4698,18280
2020-05-30,Volkswagen,Golf,Japan,19221,3360,97385
2020-05-31,Nissan,Micra,Australia,19253,4282,93877
2020-05-31,Nissan,Juke,Spain,39866,3165,47719
2020-05-31,Toyota,Camry,Spain,26683,3315,8513
2020-06-01,Audi,A3,Poland,42122,2572,41007
2020-06-01,Mercedes,C-Class,Germany,67684,2317,67480
2020-06-02,BMW,X3,Spain,44107,4038,127595
2020-06-02,BMW,X5,USA,79527,1498,102259
2020-06-02,Volkswagen,Tiguan,Japan,45300,3010,88569
2020-06-03,Nissan,X-Trail,Germany,36563,4866,64635
2020-06-03,Mercedes,C-Class,Germany,92389,4362,40297
2020-06-03,BMW,X5,Spain,49017,622,103831
2020-06-04,Honda,Accord,Italy,32357,1061,25365
2020-06-04,Tesla,Model S,UK,119632,4054,17682
2020-06-04,BMW,3 Series,Italy,81157,574,10294
2020-06-05,Hyundai,Elantra,Australia,25434,1538,43098
2020-06-05,Tesla,Model 3,France,101799,1674,38932
2020-06-06,Honda,Fit,Spain,37850,4696,34332
2020-06-06,Nissan,Qashqai,USA,39495,742,56952
2020-06-06,Toyota,RAV4,Germany,16541,3265,48074
2020-06-07,Mercedes,GLE,Germany,40769,1922,12972
2020-06-07,Toyota,Yaris,Italy,33653,1681,108376
2020-06-07,Tesla,Model X,Spain,72909,3397,16095
2020-06-08,Honda,Fit,Spain,18313,1570,79702
2020-06-08,Tesla,Model S,Spain,61704,2821,5555
2020-06-08,Hyundai,Santa Fe,Spain,24619,2504,119337
2020-06-09,Tesla,Model S,UK,71739,4367,15618
2020-06-09,Ford,Focus,Germany,36187,2827,102927
2020-06-10,Nissan,Qashqai,Japan,23642,1492,43192
2020-06-10,Ford,Focus,Spain,35558,1805,59712
2020-06-10,Honda,Accord,Italy,19983,3023,65926
2020-06-11,Honda,Accord,Poland,28907,2501,55539
2020-06-11,Hyundai,Santa Fe,Poland,26955,1720,100042
2020-06-11,Nissan,Qashqai,France,25810,1763,79599
2020-06-12,BMW,X5,Italy,69492,2913,19505
2020-06-12,Nissan,Juke,Australia,18568,1638,119897
2020-06-12,Hyundai,i30,Australia,14792,3610,111830
2020-06-13,Audi,A4,France,78114,783,77194
2020-06-13,Toyota,Yaris,Australia,37301,2294,109292
2020-06-14,Hyundai,Tucson,Germany,29051,4393,8845
2020-06-14,Audi,Q7,Germany,83960,3938,67089
2020-06-14,Toyota,Camry,Germany,31619,4778,92908
2020-06-15,Tesla,Model Y,USA,101325,1759,26630
2020-06-15,Audi,A3,UK,49935,1009,122167
2020-06-15,Honda,Civic,Spain,41161,4732,109823
2020-06-16,Volkswagen,Tiguan,Germany,35606,4167,23161
2020-06-16,Hyundai,Santa Fe,Italy,16989,651,103273
2020-06-17,Tesla,Model X,Spain,53998,4830,40490
2020-06-17,Toyota,Camry,Poland,34253,1742,111843
2020-06-17,Audi,A4,USA,33232,4258,114301
2020-06-18,Mercedes,C-Class,Canada,74592,2991,33664
2020-06-18,Honda,Accord,Japan,38700,3325,41613
2020-06-18,Audi,Q5,Canada,60348,564,19491
2020-06-19,Hyundai,Santa Fe,Spain,25785,1468,5368
2020-06-19,Hyundai,Santa Fe,Australia,27322,1969,42493
2020-06-19,Mercedes,E-Class,Japan,66841,4289,111735
2020-06-20,Toyota,Yaris,Poland,30235,1297,104083
2020-06-20,Audi,Q5,France,35534,2393,121695
2020-06-21,Volkswagen,Passat,Spain,44336,4141,92132
2020-06-21,Volkswagen,Polo,Italy,49359,4826,112369
2020-06-21,Nissan,X-Trail,Canada,28641,1504,35028
2020-06-22,Volkswagen,Tiguan,France,26536,3211,61747
2020-06-22,Toyota,Camry,Germany,35378,2178,111718
2020-06-22,Audi,Q5,USA,41539,2236,23334
2020-06-23,Audi,Q7,Canada,47740,1514,77300
2020-06-23,Nissan,Juke,Poland,25604,1167,73906
2020-06-23,Hyundai,Santa Fe,UK,34454,921,108903
2020-06-24,BMW,5 Series,Italy,87772,3690,58113
2020-06-24,Tesla,Model S,Spain,62459,3150,51368
2020-06-25,Toyota,Camry,Spain,38958,2031,76017
2020-06-25,Toyota,Yaris,Germany,21163,1731,86426
2020-06-25,Audi,Q7,Spain,83413,2073,25540
2020-06-26,Hyundai,i30,Australia,26190,4383,90435
2020-06-26,Volkswagen,Golf,Canada,28150,4509,107795
2020-06-26,Hyundai,Santa Fe,Germany,31358,723,42381
2020-06-27,Nissan,X-Trail,France,27426,725,31853
2020-06-27,Audi,A4,Canada,80493,4536,23703
2020-06-27,Hyundai,i30,Australia,33187,1609,93478
2020-06-28,Nissan,X-Trail,Canada,25035,2024,112099
2020-06-28,Tesla,Model X,France,45132,3338,52752
2020-06-29,Nissan,Juke,Poland,23213,2313,49223
2020-06-29,Audi,Q5,France,32738,1857,14134
2020-06-29,Honda,Accord,Germany,32690,2409,96239
2020-06-30,Toyota,RAV4,Poland,16963,2789,104270
2020-06-30,Nissan,Micra,Poland,22461,4129,93887
2020-06-30,Volkswagen,Passat,Canada,28940,2166,81794
2020-07-01,Tesla,Model Y,Germany,46067,4723,48883
2020-07-01,Toyota,RAV4,Australia,29178,4485,48052
2020-07-01,Toyota,Yaris,Italy,20791,766,22221
2020-07-02,Hyundai,Tucson,Germany,30740,4315,46831
2020-07-02,Tesla,Model Y,Japan,88601,2728,11642
2020-07-03,BMW,X5,Poland,56263,3239,23231
2020-07-03,Volkswagen,Polo,USA,28635,2272,32785
2020-07-03,Volkswagen,Passat,Italy,29392,4644,82475
2020-07-04,Honda,Civic,France,29823,4906,95648
2020-07-04,Volkswagen,Tiguan,Australia,47904,3152,19429
2020-07-04,Volkswagen,Golf,Italy,35273,4363,93074
2020-07-05,Hyundai,i30,UK,18542,4023,88683
2020-07-05,Hyundai,Elantra,Italy,18690,2776,115502
2020-07-05,Audi,Q7,USA,55995,1978,17869
2020-07-06,Ford,Mustang,Canada,42145,2394,113739
2020-07-06,Ford,Fiesta,Italy,23756,4164,20764
2020-07-07,BMW,X5,Poland,42244,3868,95501
2020-07-07,Audi,A4,Australia,43894,4588,26709
2020-07-07,Volkswagen,Passat,UK,44947,2221,22733
2020-07-08,Toyota,Corolla,Japan,21941,3002,70480
2020-07-08,Hyundai,Elantra,USA,34229,3077,53137
2020-07-08,Toyota,Corolla,Japan,23128,1575,37450
2020-07-09,Ford,Fiesta,USA,29750,4449,87524
2020-07-09,Mercedes,A-Class,Australia,77684,1097,68876
2020-07-10,Hyundai,Tucson,Italy,32261,4472,98955
2020-07-10,Mercedes,C-Class,France,62164,1216,112390
2020-07-10,Hyundai,Tucson,Italy,28605,1579,13419
2020-07-11,Toyota,Corolla,Spain,16363,2255,71055
2020-07-11,Audi,Q5,Canada,40514,1602,76133
2020-07-11,Nissan,Qashqai,Poland,26797,2688,69800
2020-07-12,Honda,Accord,Canada,26599,3890,31205
2020-07-12,BMW,X3,USA,54239,2724,144484
2020-07-12,Hyundai,Santa Fe,France,34927,4798,107072
2020-07-13,Hyundai,Tucson,Australia,15353,2910,91907
2020-07-13,Tesla,Model Y,Spain,93075,3102,7934
2020-07-14,Volkswagen,Tiguan,Australia,44872,1248,111629
2020-07-14,Toyota,Camry,Germany,20141,4171,98848
2020-07-14,Nissan,X-Trail,UK,30511,3417,111748
2020-07-15,Tesla,Model S,UK,50435,801,11691
2020-07-15,Nissan,X-Trail,Poland,19241,3557,21934
2020-07-15,Volkswagen,Tiguan,France,19587,2322,109224
2020-07-16,Ford,Fiesta,Australia,44855,1212,31751
2020-07-16,Volkswagen,Golf,Canada,30041,2933,41069
2020-07-16,BMW,X5,Poland,46586,1579,135758
2020-07-17,Mercedes,GLE,Australia,86501,2085,130902
2020-07-17,Ford,Focus,France,44264,1099,112009
2020-07-18,Audi,Q7,Germany,72026,3386,57013
2020-07-18,Nissan,Micra,USA,28577,3014,41737
2020-07-18,Honda,Fit,Italy,19196,4683,101651
2020-07-19,Tesla,Model Y,Germany,79077,1364,17055
2020-07-19,Mercedes,A-Class,Spain,75771,810,120284
2020-07-19,Audi,A4,Australia,59377,921,139344
2020-07-20,Toyota,RAV4,UK,33218,2064,45100
2020-07-20,Toyota,Camry,Poland,25139,1808,60283
2020-07-20,Nissan,Juke,Australia,20811,4433,20775
2020-07-21,Nissan,X-Trail,Australia,27634,4980,5055
2020-07-21,Nissan,Qashqai,Germany,31184,1169,83199
2020-07-22,Volkswagen,Tiguan,France,36522,3964,20893
2020-07-22,Ford,Focus,USA,39112,4935,43452
2020-07-22,BMW,X3,Spain,51940,604,44815
2020-07-23,Tesla,Model S,Australia,61682,3738,35408
2020-07-23,Tesla,Model X,Italy,63895,1283,26376
2020-07-23,BMW,3 Series,Italy,58762,2537,13196
2020-07-24,Toyota,Yaris,Australia,17261,3121,69839
2020-07-24,Toyota,Camry,France,21843,1605,64896
2020-07-24,Nissan,X-Trail,Spain,34051,4632,105995
2020-07-25,Hyundai,Elantra,Germany,30378,3747,23976
2020-07-25,Nissan,Juke,Canada,34971,3564,52078
2020-07-26,Nissan,Micra,Australia,28884,2940,42563
2020-07-26,BMW,3 Series,Japan,48928,2029,86693
2020-07-26,Hyundai,Santa Fe,Italy,18663,4831,57186
2020-07-27,Hyundai,Tucson,Italy,17262,2607,77572
2020-07-27,Toyota,Corolla,UK,34131,4764,106437
2020-07-27,Nissan,Qashqai,France,37923,3304,51926
2020-07-28,Audi,A4,France,37727,3779,55771
2020-07-28,BMW,X3,Poland,72289,1624,139662
2020-07-28,Ford,Focus,Australia,17702,2501,28296
2020-07-29,Volkswagen,Golf,USA,44382,3447,102596
2020-07-29,Mercedes,C-Class,Italy,99496,4705,67888
2020-07-30,Ford,Mustang,Australia,44341,2375,51144
2020-07-30,Toyota,Corolla,USA,15539,3282,117150
2020-07-30,Toyota,Corolla,Germany,17956,4222,115363
2020-07-31,Nissan,X-Trail,UK,38844,2670,41159
2020-07-31,Toyota,RAV4,Canada,27809,1416,99924
2020-07-31,Ford,Fiesta,Poland,23709,2436,99154
2020-08-01,Mercedes,GLE,Canada,47297,3864,124560
2020-08-01,Mercedes,GLE,Poland,57273,1292,87186
2020-08-02,Hyundai,Tucson,Italy,33915,4029,5801
2020-08-02,Nissan,Qashqai,Poland,25969,3701,87269
2020-08-02,Ford,Explorer,Australia,43535,4287,35720
2020-08-03,Honda,Fit,Germany,39412,3901,51404
2020-08-03,Ford,Mustang,Poland,31738,1662,11772
2020-08-03,Mercedes,GLE,Japan,94097,3389,19569
2020-08-04,Nissan,Qashqai,Canada,37618,4242,113073
2020-08-04,Volkswagen,Polo,Poland,34205,3255,60897
2020-08-04,Volkswagen,Golf,UK,28748,2361,51910
2020-08-05,Hyundai,i30,Italy,18663,3916,17818
2020-08-05,Nissan,Qashqai,Canada,24163,2570,83894
2020-08-06,Hyundai,Tucson,Germany,16191,1167,94506
2020-08-06,Hyundai,Elantra,Japan,32847,3029,9922
2020-08-06,Hyundai,i30,Germany,27541,3667,24381
2020-08-07,Audi,A4,Japan,56728,2228,77560
2020-08-07,Nissan,Juke,France,26082,4977,89105
2020-08-07,Tesla,Model Y,USA,113047,949,47314
2020-08-08,Hyundai,Santa Fe,Germany,31677,2965,21304
2020-08-08,Tesla,Model X,Australia,113711,4781,32775
2020-08-08,Ford,Focus,Canada,28222,752,78746
2020-08-09,Audi,Q7,Spain,30002,1759,105696
2020-08-09,Mercedes,A-Class,UK,91720,2385,50612
2020-08-10,Mercedes,E-Class,Japan,92910,3681,129498
2020-08-10,Mercedes,GLE,France,68314,3231,97086
2020-08-10,Honda,Fit,France,23651,4800,93444
2020-08-11,Hyundai,i30,Canada,30460,1315,79495
2020-08-11,Nissan,Qashqai,Australia,22694,3373,8346
2020-08-11,Audi,Q5,USA,82300,3648,43012
2020-08-12,Ford,Focus,Poland,23737,4308,111637
2020-08-12,Mercedes,E-Class,USA,59344,2699,132013
2020-08-12,Ford,Fiesta,Spain,40307,2160,10387
2020-08-13,Mercedes,GLE,Japan,91376,2610,141632
2020-08-13,BMW,5 Series,USA,53205,3502,97566
2020-08-14,Ford,Mustang,Italy,25933,4308,119476
2020-08-14,Volkswagen,Tiguan,France,18745,1057,35783
2020-08-14,Tesla,Model S,Spain,107709,1439,55762
2020-08-15,Hyundai,i30,Poland,23528,3637,112157
2020-08-15,Mercedes,A-Class,Spain,87661,3914,125844
2020-08-15,Volkswagen,Golf,Canada,19543,771,10295
2020-08-16,Mercedes,A-Class,USA,59093,1654,31605
2020-08-16,Tesla,Model S,France,92598,3932,62681
2020-08-16,BMW,5 Series,USA,73374,1230,31274
2020-08-17,Toyota,Corolla,Italy,17130,4971,48356
2020-08-17,BMW,X5,Japan,50222,4671,40628
2020-08-18,BMW,3 Series,Australia,39136,3469,99110
2020-08-18,Volkswagen,Tiguan,Japan,29663,512,67363
2020-08-18,BMW,X3,France,40328,4121,128371
2020-08-19,Toyota,Camry,UK,15652,1120,41558
2020-08-19,Mercedes,A-Class,Spain,68067,4211,79224
2020-08-19,Nissan,X-Trail,France,26237,3548,96500
2020-08-20,Ford,Focus,Japan,29886,4423,29843
2020-08-20,Honda,Civic,Canada,23449,2225,86406
2020-08-20,Hyundai,Santa Fe,France,27663,1780,99488
2020-08-21,Audi,A3,Japan,55192,646,148518
2020-08-21,Hyundai,Tucson,Germany,15409,513,21365
2020-08-22,Toyota,Camry,Australia,30704,1923,34902
2020-08-22,Nissan,Juke,Spain,22766,3970,119514
2020-08-22,Audi,A4,Germany,80458,2621,12402
2020-08-23,Volkswagen,Golf,Spain,31275,4106,19915
2020-08-23,Honda,Accord,USA,25515,2931,91590
2020-08-23,Toyota,Corolla,Australia,30462,1715,6695
2020-08-24,Mercedes,E-Class,Germany,41403,1926,20839
2020-08-24,Tesla,Model X,Australia,85232,3503,34256
2020-08-25,Mercedes,GLE,USA,92240,2289,99297
2020-08-25,Tesla,Model X,USA,89135,4799,63420
2020-08-25,Volkswagen,Passat,Poland,43875,3906,26534
2020-08-26,Volkswagen,Passat,Canada,25433,4067,91268
2020-08-26,Volkswagen,Polo,Japan,32966,3638,92793
2020-08-26,Honda,Fit,Japan,28319,2274,19728
2020-08-27,Volkswagen,Passat,Italy,18446,608,66756
2020-08-27,Audi,Q7,Poland,60615,1745,127408
2020-08-27,Tesla,Model 3,Canada,101893,3422,7513
2020-08-28,Volkswagen,Passat,Australia,31895,529,60654
2020-08-28,Volkswagen,Polo,Poland,43833,864,39568
2020-08-29,Volkswagen,Golf,Australia,44754,3350,29544
2020-08-29,Honda,Fit,France,20873,4460,88106
2020-08-29,Audi,Q7,Poland,75565,4960,75888
2020-08-30,Mercedes,E-Class,USA,44507,3528,108421
2020-08-30,Ford,Explorer,UK,40682,4977,67222
2020-08-30,Tesla,Model Y,Canada,68396,1365,16173
2020-08-31,Nissan,Qashqai,Italy,20018,2515,113154
2020-08-31,Honda,Fit,Poland,18613,2379,108676
2020-08-31,BMW,X5,Japan,36754,2669,82914
2020-09-01,Audi,A4,Spain,42779,1424,19795
2020-09-01,Mercedes,C-Class,Canada,94238,3682,21009
2020-09-02,Hyundai,Elantra,USA,16586,3148,45081
2020-09-02,Tesla,Model 3,Italy,97726,770,47503
2020-09-02,Tesla,Model S,UK,106358,4954,59921
2020-09-03,Tesla,Model S,USA,103706,1784,22270
2020-09-03,Volkswagen,Tiguan,France,19785,4043,35177
2020-09-03,Hyundai,Santa Fe,Spain,24245,3097,87600
2020-09-04,Mercedes,E-Class,Japan,87928,2791,109290
2020-09-04,Hyundai,Santa Fe,Australia,33797,1569,20863
2020-09-04,Ford,Mustang,USA,30172,4186,82947
2020-09-05,Nissan,Micra,Canada,31234,3433,119614
2020-09-05,Nissan,Micra,Germany,17559,2241,20167
2020-09-06,Volkswagen,Polo,Germany,46439,2190,86060
2020-09-06,Tesla,Model S,Italy,80774,4802,69793
2020-09-06,Toyota,Yaris,France,24372,2401,101213
2020-09-07,Nissan,Juke,USA,19747,3170,83553
2020-09-07,Honda,Civic,Canada,41714,3006,66509
2020-09-07,Toyota,Camry,Poland,35684,2249,62911
2020-09-08,Tesla,Model 3,Germany,116667,1139,67894
2020-09-08,Nissan,Micra,Australia,29091,2835,42089
2020-09-08,Volkswagen,Passat,Australia,22593,4488,60355
2020-09-09,Toyota,Corolla,USA,15037,2572,83233
2020-09-09,Toyota,Corolla,Canada,30517,3899,5432
2020-09-10,Audi,A3,Japan,80903,2547,75792
2020-09-10,Nissan,Qashqai,UK,34480,2182,50371
2020-09-10,Ford,Focus,Canada,17975,3716,84803
2020-09-11,Mercedes,A-Class,USA,49776,3463,129217
2020-09-11,BMW,X5,Canada,67305,1476,115649
2020-09-11,Honda,Accord,Australia,21512,746,79519
2020-09-12,Tesla,Model Y,Germany,119816,4683,16351
2020-09-12,Hyundai,Tucson,USA,26888,4144,86678
2020-09-12,BMW,X5,Poland,82177,2608,46382
